order_id;product_id;add_to_cart_order;reordered
1105176;30073;5.0;0
1531184;13176;3.0;0
3311380;44987;1.0;0
1066884;49610;5.0;0
2733007;9339;8.0;1
116926;35339;3.0;0
1909426;44142;20.0;1
1890638;46979;7.0;0
3173658;25767;21.0;1
541446;30463;17.0;0
997570;35851;5.0;1
1053209;5735;40.0;0
2110233;37642;7.0;1
902335;39653;1.0;0
748208;15945;12.0;0
1614385;3105;7.0;1
3233006;48186;13.0;0
996706;12341;2.0;1
1607670;43875;2.0;1
2136629;14647;2.0;1
3012534;16185;4.0;0
3233916;19190;1.0;1
3311458;26882;7.0;1
202417;4367;10.0;0
2113074;17794;2.0;1
3057606;5024;6.0;1
2511612;27086;1.0;1
1153630;31797;5.0;1
2189231;13629;13.0;1
589198;3061;3.0;1
2855707;48018;4.0;1
2069379;39055;1.0;1
867194;11782;33.0;0
971629;34126;5.0;0
2204017;6748;6.0;1
1575215;19006;6.0;1
2963596;17704;7.0;0
1147644;10132;12.0;1
2983875;15261;3.0;0
792737;43772;2.0;1
246677;24631;20.0;0
1071173;32305;9.0;0
3151183;28156;4.0;1
104011;26307;7.0;0
1700528;32734;17.0;1
1181376;27336;14.0;1
2286529;28590;18.0;1
2248150;5101;3.0;1
1123813;36082;20.0;0
1660911;49026;4.0;1
823458;21616;3.0;1
331570;33000;1.0;0
2972102;23484;14.0;0
1894897;3231;2.0;1
100653;43772;4.0;1
2853368;48023;15.0;0
2678735;27156;26.0;1
2879344;19678;11.0;1
1194127;34668;10.0;1
1227345;24890;3.0;1
2795570;32877;3.0;0
889206;35079;27.0;1
442676;36724;3.0;1
2035618;19948;22.0;0
578018;40604;4.0;1
933491;14633;6.0;1
3166378;21938;13.0;1
227461;432;2.0;0
2027887;365;2.0;1
2758264;34126;1.0;1
2131467;13198;7.0;1
677889;17559;1.0;1
1144281;29898;2.0;0
3076138;29628;16.0;0
446265;24852;1.0;1
1955045;30223;2.0;1
3128348;2425;4.0;0
1740615;46584;19.0;1
339999;28603;11.0;0
2326132;28985;11.0;1
1848293;46720;12.0;0
1844753;4662;9.0;0
1420494;3849;6.0;0
2819980;27527;5.0;1
1624729;48637;4.0;1
2188812;33120;11.0;0
2061374;18926;12.0;0
1785949;18439;4.0;0
742492;45645;13.0;1
2990570;43556;6.0;0
1000319;21543;1.0;1
752533;10690;6.0;1
344789;27966;1.0;1
333004;327;6.0;0
2001074;40377;4.0;1
3216646;37496;8.0;0
873887;8436;3.0;1
2148037;6678;30.0;0
1696790;32303;13.0;1
1599185;1577;12.0;0
458773;13176;6.0;1
3401070;19057;14.0;1
1228040;21873;2.0;0
2602055;4957;5.0;1
2278021;14218;3.0;1
1135467;43967;4.0;1
772075;21903;17.0;1
1643883;28157;8.0;1
1668594;32267;7.0;1
3289279;21267;1.0;0
1886523;11526;17.0;0
355575;22825;7.0;1
1780303;31506;8.0;0
3158679;34969;6.0;0
1765981;21137;19.0;0
2878196;26201;4.0;0
481506;18452;17.0;0
3025606;13010;3.0;0
1953131;12204;6.0;1
541461;23400;5.0;1
2063911;27325;21.0;0
2586508;10036;8.0;0
2075078;4957;9.0;1
2964532;5603;6.0;0
1657204;2295;13.0;0
482228;12845;8.0;0
3249403;19190;4.0;0
1646957;33401;9.0;1
2342058;28842;11.0;1
3203475;23744;6.0;0
2511926;32689;4.0;1
1306467;40136;15.0;0
2804059;41665;3.0;0
1404089;34124;18.0;0
2795632;22035;8.0;1
3149334;31343;3.0;1
822156;27243;12.0;0
2286331;30165;8.0;0
540724;13166;7.0;1
694970;47209;3.0;0
996798;15622;13.0;0
1578013;31717;4.0;0
218180;47766;7.0;1
2190348;22627;6.0;1
1471052;46235;3.0;0
1273515;16685;2.0;0
722684;35594;4.0;0
979219;22571;1.0;0
451320;24852;4.0;1
1300105;23836;13.0;1
2934707;4071;11.0;1
377526;23734;17.0;0
1032265;20114;2.0;0
2309684;26882;6.0;0
2753772;15801;2.0;0
2774135;10574;4.0;0
2847528;25609;13.0;1
1030060;3142;13.0;1
1460811;31506;17.0;1
1511262;34126;3.0;1
4444;14211;3.0;0
2294059;4799;5.0;0
2571497;11065;4.0;0
731176;27086;4.0;1
868714;12576;6.0;0
282812;5077;2.0;1
2366462;33668;7.0;1
581666;33050;6.0;1
244293;43086;13.0;0
3039714;8153;3.0;1
924667;42244;14.0;1
1583776;40396;2.0;1
2559039;24852;1.0;1
1330188;41547;5.0;0
1389862;11710;8.0;0
3081830;27104;7.0;0
2419978;24852;10.0;1
2894828;13176;2.0;1
1905464;18725;2.0;1
924417;38383;11.0;0
2926498;9;18.0;1
331317;28204;8.0;1
2057186;12099;2.0;0
1043343;13214;6.0;1
38059;19376;10.0;1
2277796;41400;3.0;1
1860327;21137;1.0;1
2153136;25588;12.0;1
3379891;48299;11.0;1
2724001;15890;2.0;0
2417873;37;12.0;1
2997021;5031;9.0;1
2143991;42940;16.0;0
2317594;35078;28.0;1
929842;14858;32.0;0
663489;17352;9.0;0
1530170;21903;7.0;1
2957602;13176;5.0;1
628169;14161;16.0;0
1419649;16797;11.0;1
1437969;17304;6.0;0
2569401;41220;4.0;1
2934660;46979;7.0;0
2583200;27985;1.0;0
2995131;10518;14.0;1
1242257;49235;1.0;1
1657962;33787;16.0;1
814262;27695;7.0;0
2688009;32828;4.0;1
1032278;39371;1.0;0
868870;6462;5.0;0
17213;8990;13.0;1
532221;39475;4.0;1
2809002;31596;1.0;1
1137024;47626;17.0;1
3327396;32655;8.0;0
19655;29487;2.0;1
635510;14536;17.0;1
2061080;33754;1.0;1
514056;1999;3.0;0
3122858;47966;1.0;1
514050;1025;13.0;0
1693318;5750;6.0;1
2256297;6576;7.0;0
53627;48761;2.0;1
485374;27845;39.0;1
131656;47626;5.0;1
816357;15290;3.0;1
228020;3486;10.0;0
1914911;2086;11.0;1
1466036;5785;1.0;0
421954;38689;1.0;1
813400;45368;3.0;0
597165;20940;4.0;1
2221079;47209;7.0;0
1031969;36316;1.0;1
600416;47941;14.0;1
1505964;31564;4.0;0
1113251;22963;2.0;1
1311540;24125;12.0;0
2903395;5025;3.0;0
1295092;10305;9.0;0
1543240;46388;9.0;1
127049;27966;7.0;1
1646424;5819;9.0;1
1089164;13409;4.0;0
3064031;13838;8.0;1
1597888;49519;5.0;1
427142;7916;7.0;1
445551;5646;15.0;1
3255607;30753;17.0;1
577173;14233;4.0;0
735361;12009;7.0;1
478736;29126;10.0;1
1279514;14897;2.0;0
894677;11004;15.0;0
463754;43726;19.0;1
455493;45156;2.0;1
1822339;4367;5.0;0
162913;35217;8.0;0
1997728;28278;6.0;0
60716;11782;4.0;0
1537651;8021;2.0;0
2915877;605;4.0;0
274013;27086;9.0;1
190976;28204;6.0;1
178867;7021;12.0;0
912032;18441;45.0;1
514308;42736;16.0;0
683518;29302;19.0;1
3103334;3957;1.0;1
1542990;34126;4.0;1
2755324;11224;9.0;1
1894410;39408;12.0;1
2424063;9076;13.0;1
2161584;6061;6.0;0
3124989;31247;3.0;1
3200370;18362;6.0;1
2004932;21903;13.0;1
1776915;4472;4.0;1
2313997;27177;8.0;0
2629149;8277;4.0;1
3336192;36522;13.0;0
1747451;9020;3.0;1
2750117;28931;4.0;0
1543401;14199;12.0;1
877167;38656;7.0;0
910503;47766;16.0;0
1173341;33198;7.0;1
2406172;7854;11.0;0
1309018;42244;3.0;0
3389409;13263;17.0;1
2458057;12341;1.0;1
47275;23909;7.0;1
2398016;47977;29.0;1
3096671;9364;5.0;0
590861;27663;10.0;1
3257337;20561;1.0;1
3370033;33768;2.0;1
2487890;35909;12.0;1
2052372;13176;5.0;1
2054635;22587;1.0;0
2176708;34448;4.0;0
1103291;21903;12.0;0
2792949;28918;31.0;1
416090;3599;6.0;0
3115791;44632;3.0;1
2478458;16278;14.0;0
1171206;18027;2.0;1
2378249;19057;1.0;1
49767;39928;13.0;0
